event_id,venue_id,rating,total_events,avg_checkins,avg_likes,avg_event_rating,median_event_rating,venue_popularity_tier,checkin_count,like_count,rating_avg,rating_count,engagement,event_weekday,event_month,start_hour,success_score_scaled,price_rating_encoded,tag_slot_0,tag_slot_1,tag_slot_2,tag_slot_3,tag_slot_4,tag_slot_5
2,72,4.7,41,20.170731707317078,39.04878048780488,3.564461998275763,3.625,5,34,44,2.857142857142857,28,97.14285714285714,4,3,21,0.5218669913739702,1,4,12,0,0,0,0
8,80,4.3,27,19.48148148148148,37.7037037037037,3.096751535823456,3.2857142857142856,3,27,34,4.136363636363637,22,111.68181818181819,4,3,19,0.4183151723109926,2,40,1,12,0,0,0
9,195,3.2,37,18.864864864864863,36.810810810810814,3.120457361450675,3.206896551724138,2,32,38,3.206896551724138,29,102.62068965517241,3,3,19,0.5388588796077898,0,24,15,0,0,0,0
10,136,3.2,30,18.633333333333333,36.266666666666666,3.299544302752344,3.166289592760181,2,37,50,4.464285714285714,28,165.17857142857144,3,3,20,0.830267767695035,0,24,45,38,0,0,0
11,41,4.8,35,20.428571428571427,40.142857142857146,3.402587192026149,3.592592592592593,5,35,53,3.5555555555555554,27,124.44444444444444,5,5,19,0.6356169255689947,0,4,5,0,0,0,0
12,99,3.7,31,19.258064516129032,37.70967741935484,3.3064048420179586,3.365853658536585,3,31,42,3.64,25,112.84,4,5,17,0.537158079522503,2,9,22,23,0,0,0
13,117,3.0,39,18.35897435897436,36.05128205128205,3.178550984833408,3.2222222222222223,2,30,48,3.8333333333333335,30,115.0,0,4,17,0.6270856164525713,0,9,18,14,0,0,0
15,187,3.8,34,20.735294117647054,40.35294117647059,3.220017879828338,3.543103448275862,5,33,38,3.923076923076923,26,129.46153846153845,4,3,19,0.5050459582081659,1,41,5,0,0,0,0
19,17,4.1,30,19.33333333333333,37.53333333333333,3.3883537560663783,3.428571428571429,3,43,59,3.4,25,146.2,3,4,20,0.9310739161601953,1,9,11,36,0,0,0
20,109,4.3,35,19.057142857142857,37.114285714285714,3.24077693346292,3.4166666666666665,3,31,40,2.3448275862068964,29,72.6896551724138,0,5,19,0.4633368212670912,0,37,0,0,0,0,0
398,30,3.3,44,19.545454545454547,38.63636363636363,3.194298350969774,3.386148007590133,4,24,48,4.086956521739131,23,98.08695652173914,6,4,20,0.4318919485097723,1,8,33,6,22,0,0
405,27,4.4,34,20.323529411764707,40.294117647058826,3.639476583670073,3.5769230769230766,5,19,38,2.823529411764706,17,53.64705882352941,0,4,19,0.11961251545745566,0,21,31,0,0,0,0
407,27,4.4,34,20.323529411764707,40.294117647058826,3.639476583670073,3.5769230769230766,5,30,58,3.413793103448276,29,102.41379310344827,0,4,18,0.5401123033090343,0,40,4,29,0,0,0
412,13,3.7,38,20.36842105263158,40.60526315789474,3.266569358804886,3.380952380952381,5,21,42,2.3333333333333335,15,49.0,1,4,20,0.1778769949011737,0,36,7,12,13,14,49
414,9,4.4,33,17.09090909090909,34.0,3.300794597286086,3.4571428571428573,1,24,48,2.857142857142857,21,68.57142857142857,0,4,18,0.4776136437576486,2,24,16,43,0,0,0
415,11,3.1,28,19.107142857142858,37.642857142857146,3.22921295978063,3.4530791788856305,3,27,54,4.421052631578948,19,119.36842105263159,4,4,18,0.5873278542619496,1,1,11,14,0,0,0
450,266,4.2,39,19.41025641025641,38.48717948717949,3.436663138834948,3.4782608695652173,3,32,64,2.5789473684210527,19,82.52631578947368,0,8,18,0.6451377066945663,1,8,42,5,47,0,0
463,299,4.0,38,17.13157894736842,33.921052631578945,3.1196511470015427,3.5407268170426063,1,22,42,4.2272727272727275,22,93.0,1,4,20,0.46534009255035236,2,27,41,3,13,0,0
475,203,3.9,40,19.175,38.05,3.0183056148433853,3.397368421052632,3,23,46,3.5238095238095237,21,81.04761904761905,4,9,22,0.3873243921123739,2,10,42,46,0,0,0
490,35,4.7,33,18.57575757575757,36.84848484848485,3.2348072596574347,3.565217391304348,2,23,46,3.5652173913043477,23,82.0,6,10,20,0.4032605065603987,2,40,11,12,47,18,0
497,61,3.7,35,19.257142857142856,38.17142857142857,3.151590260708211,3.28125,3,23,46,1.8095238095238095,21,41.61904761904762,5,2,20,0.27309492219319853,1,25,13,38,0,0,0
523,174,3.7,38,20.026315789473685,39.55263157894737,3.055980232215759,3.1909774436090226,4,28,54,3.8333333333333335,24,107.33333333333334,5,7,19,0.5409257119896853,0,1,33,4,20,21,0
534,107,4.1,35,20.17142857142857,40.0,3.4489775431633043,3.6,5,24,48,3.4583333333333335,24,83.0,4,7,21,0.3520243252352224,1,39,45,13,15,0,0
539,120,3.0,31,18.70967741935484,36.58064516129032,3.2503816742317406,3.4814814814814814,2,22,44,4.238095238095238,21,93.23809523809524,5,12,18,0.3998237853937463,2,42,19,13,47,0,0
540,156,3.2,35,19.97142857142857,39.71428571428572,3.154989124338613,3.323529411764706,4,32,64,3.260869565217391,23,104.34782608695652,1,12,17,0.6634054532127887,1,8,1,20,0,0,0
553,14,3.6,26,18.73076923076923,37.15384615384615,3.2857918227437395,3.5595238095238093,2,31,61,2.8076923076923075,26,87.03846153846153,6,6,19,0.6597116115580592,0,2,39,7,14,29,0
559,148,4.5,32,19.625,38.875,3.0792870159293826,3.1850094876660338,4,24,48,2.869565217391304,23,68.8695652173913,4,11,19,0.3622273922439294,0,8,10,18,24,31,0
563,251,3.3,28,20.392857142857142,40.392857142857146,3.521923394094728,3.6102564102564094,5,29,57,2.3793103448275863,29,69.0,6,1,22,0.4578089048787122,2,26,7,0,0,0,0
569,183,4.7,33,19.75757575757576,39.333333333333336,3.473854314054001,3.608695652173913,4,18,36,3.875,16,69.75,4,2,19,0.16371312920951742,0,8,18,15,0,0,0
604,70,4.7,35,20.0,39.62857142857143,3.2062201967443738,3.347826086956522,4,28,54,3.9047619047619047,21,109.33333333333333,1,7,18,0.5345134229140378,1,8,0,0,0,0,0
606,191,3.7,48,18.0625,35.708333333333336,3.1169446779064383,3.3196594427244586,1,35,70,2.4,25,84.0,4,12,22,0.8611187505001778,2,29,0,0,0,0,0
607,23,4.9,38,17.86842105263158,35.473684210526315,3.216873985397427,3.419354838709677,1,24,48,4.105263157894737,19,98.5263157894737,4,12,21,0.51199779057106,0,12,37,0,0,0,0
632,22,3.1,29,19.58620689655172,38.86206896551724,3.468712959263246,3.625,4,23,46,3.4,20,78.2,4,7,22,0.3350536169442824,2,27,15,0,0,0,0
648,65,4.6,39,19.05128205128205,37.76923076923077,3.262332790603831,3.5454545454545454,3,31,62,4.483870967741935,31,139.0,5,2,20,0.7452315081260328,2,18,22,0,0,0,0
665,236,3.0,40,19.375,38.375,3.1810705648016144,3.396969696969697,3,26,51,3.227272727272727,22,83.9090909090909,3,3,19,0.45880896502542745,1,1,41,18,21,28,0
666,109,4.3,35,19.057142857142857,37.114285714285714,3.24077693346292,3.4166666666666665,3,23,46,4.352941176470588,17,100.11764705882352,2,10,22,0.432403306483081,0,17,45,20,37,0,0
692,63,3.4,40,18.65,36.9,3.408747796030476,3.539705882352941,2,31,62,2.0357142857142856,28,63.107142857142854,1,7,22,0.625419917076242,1,12,23,0,0,0,0
709,7,3.8,33,19.484848484848484,38.66666666666666,3.431787121536294,3.4411764705882355,4,27,53,2.3157894736842106,19,62.526315789473685,4,4,19,0.4275469389292612,2,24,19,12,28,0,0
726,246,4.3,41,19.170731707317078,37.90243902439025,3.3809030531551985,3.710526315789474,3,26,50,4.24,25,110.24000000000001,4,3,18,0.5075167009377424,0,1,37,33,0,0,0
728,279,4.7,38,18.86842105263158,37.31578947368421,3.10926350899272,3.1570827489481066,2,27,54,4.423076923076923,26,119.42307692307693,5,3,17,0.6083126748860643,2,48,38,0,0,0,0
737,86,3.6,41,18.78048780487805,37.26829268292683,3.4362795868093223,3.678571428571429,2,24,48,4.5,24,108.0,6,3,18,0.47246931290696614,0,32,18,3,14,0,0
743,282,3.9,41,19.682926829268293,39.1219512195122,3.565240623704646,3.575757575757576,4,31,61,3.9285714285714284,28,121.78571428571428,4,9,22,0.648904423499356,0,1,45,20,21,29,0
766,253,3.2,42,18.642857142857142,36.92857142857143,3.269569666670248,3.540860215053764,2,23,46,4.142857142857143,21,95.28571428571429,1,1,18,0.4315999412843825,2,37,7,9,46,16,25
781,227,3.1,50,18.56,36.78,3.500744629751156,3.655172413793104,2,23,46,3.727272727272727,22,85.72727272727272,2,10,17,0.3977901240733206,1,42,11,20,6,0,0
801,271,3.7,39,19.153846153846157,37.97435897435897,3.236339272573601,3.5,3,29,58,3.4347826086956523,23,99.60869565217392,4,9,22,0.6024109127177544,2,5,0,0,0,0,0
807,121,4.6,36,19.444444444444443,38.583333333333336,3.229959769339721,3.571070234113712,3,30,59,3.576923076923077,26,107.3076923076923,2,4,18,0.6254978682764056,2,6,39,10,49,30,0
814,233,4.0,42,18.785714285714285,36.85714285714285,3.3498283657536945,3.4913793103448274,2,26,51,4.043478260869565,23,105.1304347826087,3,10,21,0.5287097855380949,2,18,4,37,23,0,0
834,251,3.3,28,20.392857142857142,40.392857142857146,3.521923394094728,3.6102564102564094,5,25,50,2.9166666666666665,24,72.91666666666666,5,10,20,0.34702612558746804,2,18,39,0,0,0,0
849,93,4.0,40,18.375,36.425,3.160267345448763,3.246621621621622,2,25,50,3.9583333333333335,24,98.95833333333334,4,11,18,0.5221127886457546,1,32,9,6,49,0,0
854,285,4.1,40,22.125,44.1,3.593857531943267,3.603030303030303,5,30,59,3.533333333333333,30,106.0,6,11,19,0.46759951027566915,1,19,9,3,0,0,0
879,114,4.7,43,18.58139534883721,36.93023255813954,3.44471846826887,3.6296296296296298,2,25,50,3.0,21,75.0,5,11,20,0.4392354988478602,1,3,11,14,47,0,0
892,217,3.9,43,20.186046511627907,39.16279069767442,3.3168794226113083,3.41025641025641,5,31,62,3.269230769230769,26,101.34615384615384,5,4,21,0.6162137610826837,1,18,12,50,6,0,0
894,126,4.5,37,19.81081081081081,38.94594594594594,3.407799548489196,3.652173913043478,4,25,49,3.3636363636363638,22,84.0909090909091,1,2,22,0.3979757983761991,1,17,10,11,14,0,0
908,160,3.6,34,17.38235294117647,34.55882352941177,3.049209963262706,3.4143610013175234,1,20,40,3.6,20,72.0,3,10,22,0.3493017196115955,0,34,3,4,38,16,23
917,63,3.4,40,18.65,36.9,3.408747796030476,3.539705882352941,2,19,38,2.7777777777777777,18,52.77777777777778,5,6,22,0.18729962534684474,1,14,0,0,0,0,0
920,43,4.0,27,18.0,35.592592592592595,3.363770387247265,3.5416666666666665,1,21,42,4.571428571428571,21,96.0,3,7,21,0.3984528634133244,0,16,2,3,42,0,0
922,78,4.3,36,20.83333333333333,41.388888888888886,3.5441221917216303,3.665099268547544,5,17,34,4.428571428571429,14,75.28571428571429,0,3,19,0.1199967430092812,0,45,39,0,0,0,0
929,31,3.7,31,21.096774193548388,41.903225806451616,3.1169421816948577,3.323529411764706,5,25,50,4.45,20,111.25,5,9,18,0.4284888252096659,0,4,0,0,0,0,0
932,216,3.6,35,18.34285714285714,36.31428571428572,3.325383621571748,3.4482758620689653,1,27,54,4.2,25,113.4,4,5,20,0.6077260064803438,2,27,10,3,38,0,0
