total_events,avg_checkins,avg_likes,avg_event_rating,median_event_rating,venue_popularity_tier,checkin_count,like_count,rating_avg,rating_count,success_score_scaled,city_avg_success,city_total_events,city_avg_venue_popularity,price_rating_encoded,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,tag_40+,tag_Acoustic,tag_Any,tag_Art Bar,tag_Barcade,tag_Beach,tag_Brew,tag_Club,tag_College,tag_Concept,tag_Custom,tag_DJ,tag_Dive,tag_Dress Code,tag_Gastro,tag_Guest DJs,tag_High,tag_Hookah,tag_Hotel,tag_House,tag_Indie,tag_Inn,tag_Jazz,tag_Karaoke,tag_LGBTQ,tag_Live,tag_Local,tag_Loud,tag_Lounge,tag_Low,tag_Medium,tag_Mixed Crowd,tag_None,tag_Open,tag_Open Air,tag_Pool,tag_Pop,tag_Pub,tag_Rap,tag_Rave,tag_Rooftop,tag_Sports,tag_Street,tag_Student,tag_Tavern,tag_Techno,tag_Themed Night,tag_Tourists,tag_Young,city_Aalborg,city_Aarhus,city_Copenhagen,city_Esbjerg,city_Horsens,city_Kolding,city_Odense,city_Randers,city_Roskilde,city_Vejle,venue_rating_scaled
0.9775603694327751,0.7417627383844424,0.2822602636912755,1.5838755802480693,1.1204447619769418,1.2481655024681493,2.051580165000365,-0.9079376919241151,-0.8800305756634831,1.2782511255991422,0.5218669913739702,0.43485813984351857,0.2903528956533801,-0.4448197767212126,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8500000000000001
-1.6364141710838345,0.042222595563402264,-0.401917677831728,-1.467651492720704,-1.204821657978593,-0.20817275302853303,0.28912462689376855,-2.217749444208085,1.1000729147529877,-0.28558000757288127,0.4183151723109926,0.9561564410591733,-1.6296508640027683,-1.2329849743852943,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6499999999999999
0.23071050071374374,-0.5835995803102152,-0.8560907248137226,-1.3129853595124639,-1.7449924415617293,-0.9363418807768742,1.5480214398270518,-1.693824743294497,-0.33864747536057294,1.5388896477944793,0.5388588796077898,0.9561564410591733,-1.6296508640027683,-1.2329849743852943,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10000000000000009
-1.076276769544561,-0.8185876797900311,-1.1328715189162064,-0.14455169452268743,-2.023288857000808,-0.9363418807768742,2.806918252760335,-0.1220506405537333,1.607662895798834,1.2782511255991422,0.830267767695035,-0.4201953523345941,-0.6987399502300903,1.1336843038591917,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10000000000000009
-0.1427144336457719,1.0034517863822696,0.8387661245981144,0.5277406562775734,0.8983432910650125,1.2481655024681493,2.3033595275870216,0.27089288513145765,0.20104115514483198,1.0176126034038049,0.6356169255689947,-0.4201953523345941,-0.6987399502300903,1.1336843038591917,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8999999999999999
-0.8895643023648032,-0.18452979419725676,-0.3988791267796629,-0.09979083714434163,-0.6555931325975713,-0.20817275302853303,1.296242077240395,-1.1699000423809092,0.33175255532438336,0.4963355590131305,0.537158079522503,-0.7617983366699009,1.7449011984231895,0.95398460839284,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3500000000000001
0.6041354350732594,-1.097042599227501,-1.2424276457718495,-0.9339597042175747,-1.639959233642785,-0.9363418807768742,1.0444627146537384,-0.38401299101052727,0.6310128662617761,1.7995281699898167,0.6270856164525713,0.43485813984351857,0.2903528956533801,-0.4448197767212126,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
-0.3294269008255297,1.314753583145985,0.9456260922694332,-0.6634133665420833,0.559173557160089,1.2481655024681493,1.7998008024137084,-1.693824743294497,0.7699268036995575,0.7569740812084677,0.5050459582081659,1.6250771128948078,0.3485348277641725,-0.4144920434844517,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3999999999999999
-1.076276769544561,-0.10813727786078252,-0.4885771538365892,0.4348761200752519,-0.2257621127341551,-0.20817275302853303,4.317594428280275,1.0567799365018395,-0.03974300308065631,0.4963355590131305,0.9310739161601953,0.43485813984351857,0.2903528956533801,-0.4448197767212126,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5499999999999998
-0.1427144336457719,-0.3884510418872859,-0.7017271693516499,-0.5279731331913111,-0.30735040817119413,-0.20817275302853303,1.296242077240395,-1.431862392837703,-1.6730424408959155,1.5388896477944793,0.4633368212670912,-0.7617983366699009,1.7449011984231895,0.95398460839284,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6499999999999999
